Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Age,Sex,Job_Status,Borough_MX,Has_Anxiety,Recent_Illness_Doctor_Visit,In_Relationship
731,6.1,2.5,6.3,3.5,5.6,3.13,Moderate,24,Male,Part-time,Coyoacan,Yes,No,Yes
732,9.1,1.9,6.8,2.2,4.0,3.27,High,22,Female,Not working,Tlahuac,Yes,Yes,Yes
733,9.0,1.3,6.0,0.5,7.2,3.05,High,25,Female,Not working,Xochimilco,Yes,Yes,Yes
734,9.2,0.9,6.9,4.9,2.1,2.81,High,24,Female,Not working,Gustavo A. Madero,Yes,Yes,No
735,9.1,1.5,7.3,1.8,4.3,3.4,High,22,Female,Part-time,Iztapalapa,No,No,Yes
736,7.7,0.1,7.4,2.4,6.4,3.24,Moderate,23,Male,Not working,Magdalena Contreras,No,No,Yes
737,5.8,2.6,9.9,3.2,2.5,2.8,Low,25,Female,Part-time,Coyoacan,No,No,Yes
738,7.1,0.5,8.1,5.6,2.7,3.1,Moderate,23,Female,Not working,Magdalena Contreras,Yes,Yes,Yes
739,8.3,0.3,6.8,3.3,5.3,3.48,High,21,Female,Part-time,Xochimilco,Yes,Yes,No
740,9.1,2.4,6.9,1.4,4.2,3.3,High,24,Female,Not working,Benito Juarez,Yes,Yes,No
741,5.5,1.4,7.1,4.1,5.9,2.71,Low,24,Female,Full-time,Iztapalapa,No,Yes,No
742,7.0,0.7,5.8,5.0,5.5,3.09,High,21,Male,Part-time,Tlalpan,Yes,No,Yes
743,5.2,1.7,5.8,5.3,6.0,2.48,High,23,Female,Full-time,Iztapalapa,Yes,Yes,No
744,7.5,2.9,9.8,0.8,3.0,3.19,Moderate,23,Female,Full-time,Cuauhtemoc,No,No,No
745,9.4,3.7,9.6,0.8,0.5,3.16,High,24,Female,Not working,Milpa Alta,No,No,Yes
746,8.8,2.1,8.4,2.0,2.7,3.66,High,21,Female,Full-time,Alvaro Obregon,Yes,Yes,Yes
747,8.7,3.3,5.7,5.0,1.3,3.55,High,25,Female,Full-time,Iztapalapa,Yes,No,Yes
748,7.2,1.5,9.6,1.4,4.3,3.11,Moderate,24,Male,Full-time,Coyoacan,No,Yes,Yes
749,9.2,1.9,7.6,1.6,3.7,3.02,High,22,Male,Part-time,Magdalena Contreras,Yes,No,No
750,5.2,1.1,5.0,5.9,6.8,2.93,High,22,Female,Not working,Iztapalapa,Yes,No,Yes
751,9.8,1.6,8.6,1.4,2.6,3.68,High,21,Female,Not working,Benito Juarez,No,No,Yes
752,9.7,1.6,8.9,1.0,2.8,3.57,High,25,Female,Full-time,Coyoacan,Yes,No,Yes
753,10.0,0.1,8.0,3.9,2.0,3.35,High,21,Female,Not working,Iztacalco,Yes,Yes,No
754,9.7,0.7,8.1,1.2,4.3,3.53,High,22,Male,Part-time,Iztapalapa,Yes,No,No
755,6.5,2.2,7.1,1.0,7.2,2.91,Moderate,25,Male,Part-time,Iztapalapa,No,No,Yes
756,8.8,3.6,5.4,2.4,3.8,3.08,High,24,Male,Part-time,Alvaro Obregon,Yes,Yes,Yes
757,5.5,0.1,8.3,3.6,6.5,2.73,Low,23,Male,Part-time,Tlalpan,No,No,Yes
758,5.1,3.3,9.9,0.8,4.9,2.64,Low,23,Male,Not working,Xochimilco,No,No,Yes
759,6.2,3.5,9.6,2.0,2.7,2.55,Moderate,22,Female,Full-time,Tlahuac,No,No,Yes
760,5.1,2.3,5.1,4.7,6.8,3.03,High,20,Male,Full-time,Benito Juarez,Yes,Yes,Yes
761,6.5,0.2,7.9,2.4,7.0,2.98,Moderate,23,Male,Part-time,Xochimilco,No,No,No
762,6.4,2.8,6.4,5.4,3.0,3.05,Moderate,21,Male,Not working,Coyoacan,Yes,Yes,No
763,6.9,2.2,5.3,2.6,7.0,3.12,High,25,Female,Full-time,Alvaro Obregon,Yes,No,Yes
764,6.1,0.9,9.1,5.6,2.3,3.01,Moderate,20,Male,Part-time,Tlahuac,No,No,Yes
765,5.5,1.8,6.7,5.2,4.8,2.24,Low,22,Female,Part-time,Alvaro Obregon,Yes,No,Yes
766,6.7,1.6,7.6,1.0,7.1,2.93,Moderate,23,Female,Full-time,Iztapalapa,Yes,Yes,Yes
767,7.9,3.2,8.8,0.6,3.5,3.09,Moderate,22,Male,Not working,Iztacalco,Yes,No,No
768,6.8,1.6,8.4,0.3,6.9,2.88,Moderate,23,Female,Full-time,Iztapalapa,No,No,Yes
769,5.2,1.6,8.5,1.2,7.5,2.52,Low,24,Female,Part-time,Alvaro Obregon,No,No,No
770,9.4,3.6,6.5,1.0,3.5,3.57,High,25,Female,Full-time,Gustavo A. Madero,No,No,No
771,7.1,1.0,8.4,5.0,2.5,3.26,Moderate,23,Male,Full-time,Alvaro Obregon,No,No,No
772,7.0,0.6,8.7,2.2,5.5,3.15,Moderate,23,Female,Part-time,Gustavo A. Madero,Yes,Yes,Yes
773,8.4,1.1,5.4,6.0,3.1,3.44,High,23,Male,Full-time,Venustiano Carranza,Yes,No,Yes
774,9.3,1.2,7.3,3.7,2.5,3.76,High,23,Male,Part-time,Gustavo A. Madero,Yes,No,No
775,7.1,1.7,6.7,3.4,5.1,2.99,Moderate,21,Male,Not working,Tlalpan,No,No,Yes
776,9.7,2.8,9.1,1.3,1.1,3.54,High,23,Male,Not working,Tlalpan,Yes,Yes,Yes
777,8.9,0.1,9.1,0.2,5.7,3.14,High,24,Male,Part-time,Miguel Hidalgo,No,No,Yes
778,8.8,1.0,9.3,0.5,4.4,3.18,High,23,Female,Part-time,Gustavo A. Madero,No,No,Yes
779,5.6,3.9,8.4,5.1,1.0,3.08,Low,23,Female,Part-time,Benito Juarez,No,No,Yes
780,8.0,2.4,8.4,3.0,2.2,2.96,Moderate,22,Male,Full-time,Coyoacan,Yes,No,Yes
781,7.1,1.1,8.8,1.4,5.6,2.85,Moderate,23,Male,Not working,Gustavo A. Madero,Yes,Yes,No
782,8.1,3.0,6.1,0.4,6.4,3.37,High,23,Male,Full-time,Iztapalapa,No,No,No
783,5.7,2.4,9.2,0.3,6.4,2.69,Low,23,Male,Full-time,Tlahuac,No,No,Yes
784,7.4,3.7,6.7,2.8,3.4,3.36,Moderate,22,Female,Not working,Alvaro Obregon,No,No,No
785,5.1,0.3,6.3,0.2,12.1,2.55,Low,20,Female,Not working,Coyoacan,Yes,No,No
786,7.7,0.7,6.5,4.0,5.1,3.54,Moderate,22,Male,Part-time,Iztapalapa,No,No,Yes
787,9.8,0.2,9.5,2.6,1.9,3.47,High,22,Female,Part-time,Iztacalco,Yes,No,Yes
788,5.3,0.4,8.0,2.0,8.3,3.37,Low,21,Male,Part-time,Tlalpan,No,No,No
789,9.6,1.6,5.7,4.3,2.8,3.49,High,24,Female,Not working,Venustiano Carranza,Yes,No,Yes
790,8.5,3.6,9.0,2.0,0.9,2.9,High,21,Female,Part-time,Xochimilco,No,No,Yes
791,8.4,3.8,6.5,0.0,5.3,3.08,High,20,Male,Part-time,Iztapalapa,Yes,Yes,No
792,8.3,2.5,8.0,0.1,5.1,3.1,High,24,Female,Part-time,Magdalena Contreras,Yes,No,No
793,8.6,1.3,8.3,3.2,2.6,3.11,High,22,Female,Part-time,Benito Juarez,No,No,No
794,5.5,3.3,9.6,3.6,2.0,2.75,Low,23,Female,Full-time,Gustavo A. Madero,No,No,Yes
795,5.5,1.6,8.6,4.7,3.6,2.64,Low,20,Female,Not working,Cuauhtemoc,No,No,Yes
796,6.3,0.1,7.7,5.1,4.8,3.22,Moderate,22,Male,Not working,Gustavo A. Madero,No,No,Yes
797,9.8,2.3,7.6,0.4,3.9,3.04,High,22,Male,Part-time,Azcapotzalco,Yes,No,No
798,8.0,1.6,6.2,0.6,7.6,3.38,Moderate,23,Female,Not working,Iztacalco,Yes,No,Yes
799,6.6,0.4,5.9,5.9,5.2,3.27,High,24,Male,Full-time,Tlalpan,No,No,No
800,9.4,4.0,7.9,2.2,0.5,2.91,High,22,Female,Part-time,Miguel Hidalgo,No,No,No
801,6.6,1.2,7.0,4.0,5.2,2.76,Moderate,22,Female,Full-time,Cuauhtemoc,Yes,No,Yes
802,5.7,2.5,5.6,3.5,6.7,3.08,High,25,Female,Part-time,Alvaro Obregon,No,Yes,Yes
803,8.5,2.8,8.8,3.4,0.5,3.63,High,22,Male,Not working,Alvaro Obregon,Yes,No,Yes
804,8.1,0.7,5.1,1.7,8.4,3.21,High,25,Male,Full-time,Cuauhtemoc,Yes,No,No
805,7.2,2.5,9.2,1.0,4.1,3.07,Moderate,20,Male,Part-time,Venustiano Carranza,Yes,Yes,No
806,7.9,2.2,5.4,0.3,8.2,2.99,High,22,Male,Not working,Miguel Hidalgo,No,Yes,No
807,5.5,2.3,7.7,1.4,7.1,3.05,Low,24,Female,Full-time,Tlalpan,No,No,No
808,5.2,2.0,8.4,1.5,6.9,2.88,Low,24,Female,Full-time,Cuajimalpa de Morelos,No,No,Yes
809,6.5,2.5,9.5,4.5,1.0,3.29,Moderate,25,Male,Not working,Venustiano Carranza,Yes,No,Yes
810,6.8,2.6,7.3,1.1,6.2,3.13,Moderate,22,Female,Not working,Iztapalapa,Yes,No,Yes
811,8.5,2.2,6.8,5.5,1.0,3.07,High,23,Female,Full-time,Cuauhtemoc,Yes,Yes,Yes
812,8.4,1.6,8.8,2.4,2.8,3.51,High,20,Female,Not working,Cuajimalpa de Morelos,Yes,No,Yes
813,7.1,3.7,6.3,0.7,6.2,3.15,Moderate,20,Male,Not working,Tlalpan,Yes,No,Yes
814,6.9,0.2,6.7,3.0,7.2,3.05,Moderate,23,Female,Full-time,Coyoacan,Yes,No,No
815,5.8,2.6,10.0,2.5,3.1,2.64,Low,22,Female,Part-time,Iztapalapa,No,No,Yes
816,5.6,3.5,7.1,2.3,5.5,2.5,Low,24,Male,Not working,Iztapalapa,No,No,No
817,8.3,1.8,8.2,0.4,5.3,3.33,High,22,Male,Full-time,Gustavo A. Madero,No,No,No
818,5.8,1.9,8.0,3.5,4.8,2.9,Low,23,Female,Not working,Cuajimalpa de Morelos,No,No,Yes
819,7.0,1.4,5.6,2.4,7.6,3.15,High,21,Male,Full-time,Xochimilco,Yes,No,No
820,6.0,0.2,7.8,3.6,6.4,2.75,Moderate,21,Male,Not working,Xochimilco,Yes,No,Yes
821,9.4,2.3,6.7,4.5,1.1,3.25,High,24,Female,Not working,Azcapotzalco,Yes,Yes,No
822,7.8,3.6,7.0,1.7,3.9,3.19,Moderate,23,Male,Part-time,Iztapalapa,Yes,Yes,Yes
823,5.7,0.6,7.2,3.6,6.9,2.96,Low,23,Male,Full-time,Miguel Hidalgo,No,No,Yes
824,9.1,0.3,7.4,3.8,3.4,3.66,High,24,Male,Not working,Miguel Hidalgo,Yes,No,Yes
825,9.1,3.1,6.4,5.1,0.3,3.45,High,24,Male,Full-time,Benito Juarez,Yes,No,Yes
826,7.9,3.7,8.4,1.9,2.1,2.68,Moderate,24,Female,Full-time,Benito Juarez,No,No,Yes
827,9.0,3.8,5.1,5.9,0.2,3.22,High,22,Female,Part-time,Coyoacan,Yes,No,No
828,7.2,2.6,6.9,0.3,7.0,3.0,Moderate,21,Male,Full-time,Benito Juarez,Yes,Yes,Yes
829,8.0,3.6,6.9,1.2,4.3,3.08,Moderate,23,Male,Part-time,Azcapotzalco,Yes,No,Yes
830,9.1,3.3,7.9,1.3,2.4,3.35,High,23,Male,Full-time,Tlalpan,No,Yes,No
831,9.0,2.2,9.1,2.3,1.4,3.44,High,21,Male,Part-time,Cuauhtemoc,Yes,No,Yes
832,7.1,3.8,7.7,3.3,2.1,3.33,Moderate,20,Male,Full-time,Venustiano Carranza,No,No,Yes
833,6.1,2.5,7.9,1.1,6.4,2.94,Moderate,23,Male,Full-time,Venustiano Carranza,No,No,No
834,8.8,2.1,6.1,4.0,3.0,3.2,High,24,Male,Not working,Gustavo A. Madero,Yes,No,No
835,5.4,1.8,5.8,1.1,9.9,2.71,High,23,Female,Part-time,Iztapalapa,Yes,No,Yes
836,5.3,1.6,7.6,2.9,6.6,2.54,Low,22,Male,Part-time,Iztapalapa,Yes,No,No
837,6.9,3.4,5.7,3.0,5.0,3.37,High,23,Male,Part-time,Alvaro Obregon,Yes,No,Yes
838,9.4,2.2,9.8,0.1,2.5,3.79,High,23,Female,Part-time,Iztapalapa,No,No,No
839,5.5,0.2,5.9,3.2,9.2,2.74,High,21,Male,Not working,Benito Juarez,Yes,No,Yes
840,9.7,3.4,6.5,0.3,4.1,3.48,High,23,Male,Part-time,Iztapalapa,Yes,No,Yes
841,5.8,0.5,5.6,3.1,9.0,2.73,High,24,Male,Not working,Cuauhtemoc,No,No,Yes
842,9.9,2.7,9.7,0.2,1.5,3.23,High,23,Female,Not working,Cuajimalpa de Morelos,Yes,No,Yes
843,6.9,2.2,5.4,0.0,9.5,3.27,High,22,Male,Not working,Tlahuac,No,No,No
844,7.1,2.0,7.1,0.1,7.7,3.34,Moderate,24,Male,Full-time,Tlalpan,No,No,Yes
845,6.7,0.7,5.5,5.7,5.4,3.31,High,23,Female,Not working,Azcapotzalco,Yes,Yes,Yes
846,6.6,1.6,6.2,0.6,9.0,3.12,Moderate,21,Female,Full-time,Cuauhtemoc,Yes,No,No
847,5.9,3.2,8.4,3.3,3.2,3.05,Low,24,Male,Part-time,Azcapotzalco,Yes,No,No
848,5.4,1.1,6.7,4.7,6.1,2.8,Low,24,Male,Part-time,Gustavo A. Madero,No,No,Yes
849,10.0,1.0,9.4,3.0,0.6,3.4,High,23,Male,Not working,Miguel Hidalgo,No,No,Yes
850,7.0,3.9,5.9,4.8,2.4,2.78,High,23,Female,Full-time,Iztapalapa,No,No,Yes
851,6.7,2.9,7.1,3.5,3.8,3.09,Moderate,23,Female,Not working,Cuajimalpa de Morelos,Yes,Yes,No
852,9.3,0.2,8.5,0.8,5.2,3.49,High,21,Male,Part-time,Iztapalapa,Yes,Yes,No
853,7.1,2.2,7.0,3.1,4.6,2.87,Moderate,23,Female,Part-time,Azcapotzalco,Yes,No,Yes
854,5.7,0.6,9.7,5.3,2.7,3.18,Low,23,Female,Part-time,Alvaro Obregon,Yes,No,No
855,9.5,4.0,6.0,1.6,2.9,3.39,High,24,Male,Not working,Xochimilco,Yes,No,Yes
856,7.1,1.4,8.0,3.5,4.0,3.48,Moderate,22,Female,Not working,Cuauhtemoc,Yes,Yes,Yes
857,5.8,1.9,7.8,3.4,5.1,3.01,Low,21,Male,Part-time,Coyoacan,No,Yes,Yes
858,5.1,1.4,8.9,3.4,5.2,2.6,Low,21,Male,Part-time,Cuauhtemoc,Yes,No,Yes
859,6.3,2.8,7.8,4.8,2.3,3.08,Moderate,24,Male,Not working,Tlalpan,No,Yes,No
860,7.4,0.5,6.3,2.5,7.3,3.4,Moderate,22,Male,Full-time,Milpa Alta,Yes,Yes,No
861,8.0,2.1,6.4,0.0,7.5,2.83,Moderate,22,Female,Not working,Magdalena Contreras,Yes,Yes,No
862,8.7,0.1,7.9,5.6,1.7,3.3,High,21,Female,Part-time,Benito Juarez,Yes,No,Yes
863,5.9,1.9,5.5,3.8,6.9,2.45,High,25,Male,Full-time,Iztapalapa,No,Yes,Yes
864,7.6,3.6,6.0,0.1,6.7,3.38,Moderate,23,Male,Part-time,Miguel Hidalgo,Yes,No,Yes
865,9.3,2.3,9.5,1.7,1.2,3.34,High,22,Female,Part-time,Venustiano Carranza,Yes,Yes,No
866,8.7,3.7,7.9,0.7,3.0,3.57,High,22,Male,Part-time,Benito Juarez,Yes,No,No
867,6.3,0.8,6.2,1.8,8.9,3.37,Moderate,24,Female,Part-time,Cuauhtemoc,Yes,No,No
868,7.1,2.5,5.4,0.5,8.5,3.33,High,22,Female,Part-time,Iztapalapa,No,Yes,Yes
869,5.9,2.1,6.1,1.7,8.2,3.13,Low,21,Female,Part-time,Iztapalapa,No,No,Yes
870,5.1,2.6,8.3,4.8,3.2,2.69,Low,22,Female,Not working,Xochimilco,No,No,Yes
871,9.7,0.1,5.8,5.3,3.1,3.92,High,25,Female,Part-time,Gustavo A. Madero,No,No,No
872,8.3,2.7,9.7,3.3,0.0,2.95,High,24,Male,Not working,Iztapalapa,No,Yes,Yes
873,8.6,1.1,9.4,0.2,4.7,3.36,High,25,Male,Part-time,Alvaro Obregon,Yes,No,Yes
874,6.3,0.9,5.7,5.2,5.9,2.9,High,22,Male,Part-time,Alvaro Obregon,Yes,Yes,Yes
875,7.5,2.7,6.2,4.5,3.1,2.97,Moderate,20,Male,Full-time,Coyoacan,Yes,Yes,Yes
876,7.1,0.8,9.9,3.9,2.3,3.28,Moderate,22,Male,Part-time,Venustiano Carranza,No,No,No
877,9.7,1.2,8.9,3.2,1.0,3.26,High,22,Male,Not working,Iztapalapa,Yes,Yes,No
878,8.4,2.9,7.9,1.0,3.8,3.2,High,23,Female,Part-time,Iztapalapa,Yes,No,Yes
879,7.5,1.2,7.1,3.9,4.3,2.96,Moderate,24,Male,Not working,Gustavo A. Madero,Yes,Yes,No
880,7.0,1.1,6.0,4.7,5.2,3.2,Moderate,22,Female,Not working,Iztapalapa,Yes,No,Yes
881,9.5,1.5,8.8,3.8,0.4,3.36,High,21,Female,Part-time,Venustiano Carranza,Yes,No,No
882,9.8,1.5,6.7,0.4,5.6,3.54,High,21,Female,Not working,Gustavo A. Madero,Yes,Yes,No
883,7.4,0.4,6.2,1.9,8.1,3.16,Moderate,24,Female,Part-time,Coyoacan,Yes,No,Yes
884,6.5,3.4,9.3,3.7,1.1,3.02,Moderate,23,Female,Part-time,Xochimilco,No,No,No
885,5.7,2.8,9.7,4.0,1.8,2.86,Low,24,Male,Not working,Venustiano Carranza,No,No,Yes
886,8.2,2.0,5.6,1.9,6.3,2.81,High,21,Male,Part-time,Benito Juarez,Yes,No,No
887,9.0,3.4,5.7,5.6,0.3,3.59,High,22,Male,Part-time,Tlalpan,Yes,No,Yes
888,8.8,3.2,9.7,0.7,1.6,3.07,High,24,Male,Not working,Tlalpan,Yes,No,Yes
889,9.3,0.5,8.5,4.2,1.5,3.17,High,23,Male,Full-time,Iztapalapa,Yes,No,Yes
890,9.4,0.7,5.3,4.3,4.3,3.57,High,24,Female,Part-time,Tlalpan,No,Yes,Yes
891,7.4,3.4,6.9,1.0,5.3,3.15,Moderate,24,Male,Full-time,Iztacalco,No,Yes,No
892,5.9,2.9,7.6,3.6,4.0,3.13,Low,24,Female,Not working,Cuauhtemoc,No,No,No
893,7.3,3.3,9.1,3.1,1.2,3.34,Moderate,22,Male,Full-time,Gustavo A. Madero,No,No,Yes
894,6.8,3.5,8.6,0.6,4.5,3.23,Moderate,22,Female,Part-time,Iztapalapa,No,Yes,No
895,7.0,3.5,5.2,5.8,2.5,3.26,High,23,Male,Not working,Tlahuac,No,Yes,Yes
896,6.4,1.0,9.7,1.8,5.1,3.25,Moderate,25,Female,Part-time,Iztacalco,Yes,No,Yes
897,8.9,1.6,5.7,0.1,7.7,3.42,High,24,Female,Part-time,Alvaro Obregon,Yes,No,Yes
898,6.8,1.4,6.7,3.1,6.0,3.03,Moderate,22,Male,Part-time,Benito Juarez,Yes,No,Yes
899,7.2,3.5,7.5,2.9,2.9,3.04,Moderate,23,Female,Part-time,Iztacalco,No,No,No
900,8.3,2.4,7.1,2.5,3.7,3.22,High,23,Male,Part-time,Benito Juarez,Yes,Yes,Yes
901,8.9,0.8,9.1,3.4,1.8,3.1,High,22,Male,Part-time,Iztapalapa,No,No,No
902,6.3,3.0,7.6,1.9,5.2,2.48,Moderate,24,Female,Part-time,Iztacalco,Yes,No,Yes
903,8.0,4.0,7.2,4.4,0.4,3.11,Moderate,24,Male,Full-time,Iztapalapa,No,No,Yes
904,6.0,1.7,6.1,0.0,10.2,2.87,Moderate,25,Male,Full-time,Iztapalapa,No,No,No
905,9.6,3.4,8.7,0.4,1.9,3.5,High,25,Male,Full-time,Alvaro Obregon,Yes,Yes,Yes
906,7.2,0.5,7.6,2.1,6.6,3.11,Moderate,23,Female,Part-time,Iztapalapa,Yes,No,Yes
907,6.9,2.5,8.6,0.7,5.3,3.29,Moderate,22,Female,Part-time,Gustavo A. Madero,No,Yes,Yes
908,6.7,1.8,8.4,3.1,4.0,2.92,Moderate,21,Female,Part-time,Iztapalapa,No,No,No
909,9.3,3.5,5.0,4.7,1.5,3.45,High,24,Female,Part-time,Iztapalapa,Yes,No,Yes
910,7.4,3.9,8.8,1.0,2.9,3.11,Moderate,24,Male,Part-time,Alvaro Obregon,No,No,Yes
911,7.7,4.0,9.3,0.3,2.7,2.96,Moderate,25,Male,Part-time,Iztapalapa,Yes,Yes,No
912,5.0,1.6,6.2,4.9,6.3,3.01,Low,23,Female,Full-time,Tlalpan,No,Yes,Yes
913,6.7,3.3,5.0,1.8,7.2,2.85,High,23,Male,Not working,Venustiano Carranza,No,Yes,Yes
914,5.3,0.7,7.8,1.7,8.5,2.64,Low,22,Male,Part-time,Cuauhtemoc,No,No,No
915,7.1,1.5,9.4,5.4,0.6,2.65,Moderate,24,Female,Full-time,Xochimilco,No,No,Yes
916,5.5,3.8,5.3,1.8,7.6,2.81,High,20,Female,Not working,Tlahuac,Yes,Yes,Yes
917,6.5,1.3,5.8,4.7,5.7,3.04,High,20,Male,Part-time,Xochimilco,Yes,Yes,Yes
918,5.6,0.3,9.5,1.1,7.5,2.66,Low,20,Female,Full-time,Milpa Alta,No,No,No
919,9.1,2.2,5.4,5.7,1.6,3.48,High,22,Female,Full-time,Tlalpan,No,No,No
920,5.8,3.4,5.1,3.1,6.6,2.79,High,22,Male,Part-time,Coyoacan,Yes,No,Yes
921,8.8,3.7,9.5,1.6,0.4,3.29,High,24,Female,Full-time,Gustavo A. Madero,Yes,Yes,Yes
922,6.4,1.2,6.9,2.4,7.1,3.0,Moderate,23,Female,Not working,Alvaro Obregon,Yes,No,Yes
923,7.7,0.6,8.5,1.0,6.2,3.16,Moderate,23,Male,Part-time,Gustavo A. Madero,Yes,Yes,Yes
924,9.0,3.0,8.2,0.6,3.2,2.96,High,22,Male,Part-time,Venustiano Carranza,Yes,No,No
925,7.7,0.3,6.9,2.5,6.6,3.08,Moderate,22,Male,Part-time,Tlalpan,No,Yes,No
926,5.9,1.6,9.7,0.8,6.0,2.86,Low,21,Female,Not working,Gustavo A. Madero,Yes,No,No
927,8.8,0.4,9.9,1.9,3.0,3.19,High,23,Female,Full-time,Cuauhtemoc,Yes,No,Yes
928,8.1,0.8,5.7,5.6,3.8,3.45,High,22,Male,Part-time,Milpa Alta,No,No,No
929,9.6,3.5,8.1,2.3,0.5,3.4,High,21,Female,Part-time,Cuauhtemoc,Yes,No,Yes
930,6.6,2.5,6.8,0.9,7.2,2.88,Moderate,22,Female,Not working,Coyoacan,No,Yes,Yes
931,8.0,3.3,6.9,0.8,5.0,3.08,Moderate,21,Female,Not working,Xochimilco,No,No,No
932,6.5,2.6,8.0,4.2,2.7,2.83,Moderate,21,Female,Not working,Miguel Hidalgo,No,No,Yes
933,6.8,3.3,6.0,2.8,5.1,2.92,Moderate,24,Female,Full-time,Iztapalapa,Yes,No,Yes
934,5.5,3.5,6.7,4.1,4.2,2.92,Low,23,Male,Full-time,Tlalpan,No,Yes,Yes
935,5.1,2.8,6.6,0.3,9.2,2.49,Low,23,Female,Part-time,Alvaro Obregon,No,No,No
936,6.9,0.3,5.7,1.8,9.3,3.15,High,21,Male,Part-time,Alvaro Obregon,Yes,Yes,Yes
937,5.4,3.6,5.0,2.9,7.1,2.74,High,22,Female,Part-time,Cuauhtemoc,No,No,No
938,9.6,0.6,9.8,0.8,3.2,3.29,High,24,Male,Part-time,Coyoacan,No,No,Yes
939,8.7,2.2,9.4,2.0,1.7,3.03,High,21,Female,Not working,Benito Juarez,Yes,Yes,No
940,5.8,3.7,6.6,2.2,5.7,2.9,Low,22,Male,Not working,Alvaro Obregon,No,No,No
941,8.8,1.4,9.8,3.0,1.0,3.51,High,24,Male,Full-time,Iztapalapa,Yes,No,No
942,5.2,1.0,7.3,1.4,9.1,2.83,Low,24,Female,Not working,Cuajimalpa de Morelos,No,No,Yes
943,8.7,3.7,7.1,1.5,3.0,3.29,High,24,Male,Part-time,Xochimilco,Yes,Yes,Yes
944,7.4,1.4,9.5,3.2,2.5,3.22,Moderate,23,Male,Not working,Venustiano Carranza,No,Yes,No
945,8.8,3.2,6.7,2.3,3.0,3.24,High,22,Female,Part-time,Coyoacan,Yes,Yes,Yes
946,9.0,3.8,8.1,2.3,0.8,3.55,High,23,Male,Not working,Tlahuac,No,No,No
947,9.0,3.4,7.0,0.2,4.4,3.68,High,23,Female,Not working,Cuajimalpa de Morelos,Yes,Yes,Yes
948,7.3,3.0,6.8,3.8,3.1,2.91,Moderate,22,Male,Not working,Iztacalco,Yes,Yes,Yes
949,5.9,3.0,7.7,1.2,6.2,3.09,Low,22,Female,Full-time,Miguel Hidalgo,No,No,No
950,7.4,0.9,9.8,4.2,1.7,2.94,Moderate,24,Male,Full-time,Iztapalapa,No,Yes,Yes
951,9.8,1.7,7.4,4.6,0.5,3.84,High,25,Female,Part-time,Magdalena Contreras,Yes,No,Yes
952,6.3,1.8,5.6,1.2,9.1,2.99,High,20,Male,Part-time,Xochimilco,No,No,No
953,5.0,0.2,9.9,1.5,7.4,2.94,Low,23,Female,Full-time,Venustiano Carranza,No,No,Yes
954,7.8,0.6,8.6,3.6,3.4,3.26,Moderate,20,Male,Part-time,Iztapalapa,No,No,Yes
955,8.7,3.1,9.9,1.3,1.0,3.55,High,23,Male,Part-time,Cuajimalpa de Morelos,Yes,Yes,Yes
956,5.3,3.6,5.6,2.0,7.5,2.53,High,22,Female,Part-time,Gustavo A. Madero,Yes,No,No
957,9.1,2.4,7.0,2.6,2.9,3.28,High,25,Female,Full-time,Tlalpan,Yes,No,No
958,9.3,0.4,8.9,4.6,0.8,3.58,High,23,Female,Full-time,Gustavo A. Madero,Yes,Yes,Yes
959,5.9,1.7,5.8,4.2,6.4,3.32,High,21,Female,Part-time,Iztapalapa,Yes,Yes,Yes
960,6.0,0.8,5.2,1.9,10.1,3.01,High,25,Male,Part-time,Magdalena Contreras,Yes,No,Yes
961,7.8,3.4,8.3,2.0,2.5,3.18,Moderate,20,Female,Not working,Iztapalapa,Yes,No,No
962,6.3,0.2,8.6,0.7,8.2,3.1,Moderate,24,Male,Part-time,Iztacalco,Yes,No,Yes
963,6.5,2.1,7.8,3.6,4.0,2.9,Moderate,25,Female,Not working,Alvaro Obregon,No,No,Yes
964,8.1,3.9,8.6,3.1,0.3,2.99,High,23,Female,Not working,Cuauhtemoc,Yes,Yes,No
965,8.8,2.4,6.0,4.0,2.8,3.59,High,24,Male,Full-time,Azcapotzalco,No,Yes,No
966,7.4,2.1,6.7,3.1,4.7,3.44,Moderate,23,Male,Not working,Cuauhtemoc,Yes,Yes,Yes
967,6.0,3.2,5.9,0.5,8.4,3.28,High,22,Male,Not working,Venustiano Carranza,Yes,No,No
968,7.2,1.1,7.8,2.1,5.8,2.93,Moderate,23,Male,Full-time,Cuauhtemoc,No,No,Yes
969,9.7,3.7,7.5,1.0,2.1,3.04,High,20,Male,Not working,Tlahuac,No,Yes,No
970,9.6,0.0,7.8,4.4,2.2,3.38,High,23,Male,Not working,Iztacalco,No,Yes,Yes
971,7.4,0.3,9.9,3.1,3.3,2.84,Moderate,22,Male,Part-time,Tlalpan,Yes,Yes,No
972,7.4,1.7,5.4,0.6,8.9,3.23,High,24,Male,Not working,Venustiano Carranza,Yes,Yes,No
973,9.2,1.0,6.0,3.0,4.8,3.18,High,22,Female,Not working,Miguel Hidalgo,Yes,No,No
974,5.2,0.2,9.2,0.7,8.7,2.82,Low,22,Female,Part-time,Miguel Hidalgo,Yes,No,No
